Generation,BestFitness,AverageFitness,SpeciesCount,AverageComplexity,ChampionSteps
0,213.000000,14.914667,1,9.000000,212.000000
1,213.000000,22.960000,1,9.046667,212.000000
2,216.800000,33.132000,1,9.073333,215.800000
3,216.800000,52.473333,3,9.093333,215.800000
4,217.000000,52.309333,3,11.066667,216.000000
5,217.000000,62.452000,4,11.020000,216.000000
6,217.000000,77.157333,5,10.613333,216.000000
7,217.000000,70.025333,5,11.386667,216.000000
8,309.200000,88.000000,7,11.626667,308.200000
9,309.200000,89.237333,7,12.326667,308.200000
10,309.200000,106.248000,14,12.673333,308.200000
11,309.200000,118.192000,15,13.386667,308.200000
12,309.200000,118.641333,18,14.406667,308.200000
13,309.200000,108.001333,19,14.600000,308.200000
14,309.200000,117.006667,22,14.873333,308.200000
15,309.200000,110.781333,22,15.293333,308.200000
16,309.200000,124.373333,22,15.506667,308.200000
17,309.200000,127.068000,22,15.433333,308.200000
18,309.200000,133.637333,23,16.320000,308.200000
19,309.200000,142.100000,25,16.546667,308.200000
20,309.200000,138.054667,25,16.360000,308.200000
21,309.200000,147.954667,27,17.100000,308.200000
22,309.200000,147.158667,27,17.466667,308.200000
23,309.200000,145.002667,28,17.520000,308.200000
24,309.200000,152.782667,28,17.653333,308.200000
25,309.200000,141.882667,29,17.806667,308.200000
26,309.200000,142.570667,30,17.753333,308.200000
27,309.200000,147.414667,32,17.966667,308.200000
28,309.200000,133.777333,32,18.340000,308.200000
29,309.200000,152.476000,32,18.240000,308.200000
30,309.200000,143.180000,33,17.933333,308.200000
31,309.200000,164.936000,34,18.313333,308.200000
32,309.200000,148.868000,36,18.300000,308.200000
33,309.200000,144.874667,37,19.460000,308.200000
34,309.200000,155.989333,37,19.180000,308.200000
35,309.200000,155.936000,37,18.933333,308.200000
36,309.200000,145.726667,37,19.073333,308.200000
37,309.200000,159.670667,36,19.313333,308.200000
38,309.200000,166.072000,37,19.420000,308.200000
39,309.400000,154.713333,39,19.540000,308.400000
40,309.400000,162.489333,39,19.826667,308.400000
41,309.400000,164.360000,40,19.713333,308.400000
42,309.400000,167.570667,41,19.873333,308.400000
43,309.400000,167.216000,41,20.033333,308.400000
44,309.400000,162.994667,41,19.920000,308.400000
45,309.400000,165.856000,41,19.993333,308.400000
46,309.400000,164.465333,41,19.620000,308.400000
47,309.400000,164.886667,42,19.853333,308.400000
48,309.400000,168.181333,43,20.093333,308.400000
49,309.400000,162.664000,43,20.180000,308.400000
50,309.400000,163.066667,43,20.260000,308.400000
51,309.400000,166.201333,43,20.533333,308.400000
52,309.400000,172.173333,44,20.566667,308.400000
53,309.400000,155.110667,46,20.606667,308.400000
54,309.400000,164.238667,46,20.540000,308.400000
55,309.400000,168.492000,46,20.620000,308.400000
56,309.400000,166.702667,46,20.693333,308.400000
57,309.400000,176.968000,46,21.053333,308.400000
58,309.400000,181.550667,48,20.880000,308.400000
59,309.400000,176.177333,48,20.873333,308.400000
60,309.400000,174.289333,49,21.100000,308.400000
61,309.400000,180.885333,51,21.073333,308.400000
62,309.400000,182.330667,52,21.540000,308.400000
63,309.400000,173.946667,52,21.286667,308.400000
64,309.400000,181.506667,53,21.293333,308.400000
65,309.400000,180.438667,53,21.546667,308.400000
66,309.400000,183.032000,52,21.293333,308.400000
67,309.400000,184.713333,52,21.466667,308.400000
68,309.400000,188.533333,52,21.606667,308.400000
69,309.400000,183.430667,52,21.826667,308.400000
70,309.400000,181.145333,53,21.606667,308.400000
71,309.400000,182.802667,53,21.593333,308.400000
72,309.400000,175.914667,53,21.546667,308.400000
73,309.400000,179.861333,53,21.680000,308.400000
74,309.400000,179.000000,53,21.766667,308.400000
75,309.400000,196.952000,53,21.833333,308.400000
76,309.400000,206.145333,53,21.793333,308.400000
77,309.400000,195.969333,53,21.700000,308.400000
78,309.400000,184.068000,53,21.926667,308.400000
79,309.400000,175.186667,53,21.966667,308.400000
80,309.400000,184.517333,53,22.080000,308.400000
81,309.400000,185.938667,53,22.106667,308.400000
82,309.400000,183.824000,53,22.300000,308.400000
83,309.400000,184.193333,54,21.933333,308.400000
84,309.400000,183.353333,55,21.826667,308.400000
85,309.400000,188.277333,55,22.193333,308.400000
86,309.400000,190.821333,55,22.073333,308.400000
87,309.400000,190.698667,56,22.333333,308.400000
88,309.400000,191.208000,56,22.353333,308.400000
89,309.400000,179.453333,56,22.373333,308.400000
90,309.400000,181.312000,56,22.426667,308.400000
91,309.400000,190.049333,56,22.366667,308.400000
92,309.400000,193.246667,56,22.433333,308.400000
93,309.400000,189.141333,57,22.260000,308.400000
94,309.400000,183.133333,58,22.293333,308.400000
95,309.400000,191.656000,58,22.500000,308.400000
96,309.400000,190.514667,58,22.460000,308.400000
97,309.400000,194.988000,59,22.526667,308.400000
98,309.400000,178.378667,59,22.673333,308.400000
99,309.400000,193.670667,59,22.473333,308.400000
100,309.400000,198.457333,59,22.666667,308.400000
101,309.400000,183.402667,59,22.726667,308.400000
102,309.400000,195.026667,59,22.940000,308.400000
103,309.400000,185.721333,59,22.346667,308.400000
104,309.400000,192.513333,59,22.753333,308.400000
105,309.400000,195.876000,59,22.773333,308.400000
106,309.400000,187.370667,59,22.806667,308.400000
107,309.400000,184.744000,60,22.646667,308.400000
108,309.400000,195.610667,61,22.600000,308.400000
109,309.400000,193.646667,61,22.966667,308.400000
110,309.400000,196.422667,62,22.926667,308.400000
111,309.400000,192.270667,63,23.160000,308.400000
112,309.400000,196.430667,64,23.166667,308.400000
113,309.400000,182.692000,64,22.980000,308.400000
114,309.400000,191.762667,64,23.266667,308.400000
115,309.400000,184.134667,64,23.046667,308.400000
116,309.400000,188.822667,64,23.086667,308.400000
117,309.400000,189.929333,64,23.033333,308.400000
118,309.400000,187.842667,64,22.953333,308.400000
119,309.400000,193.388000,64,23.073333,308.400000
120,309.400000,188.658667,64,23.146667,308.400000
121,309.400000,189.069333,64,23.060000,308.400000
122,309.400000,195.536000,64,23.113333,308.400000
123,309.400000,197.326667,64,23.180000,308.400000
124,309.400000,195.208000,65,23.333333,308.400000
125,309.400000,198.826667,65,23.126667,308.400000
126,309.400000,186.365333,65,23.353333,308.400000
127,309.400000,182.152000,65,23.260000,308.400000
128,309.400000,185.665333,65,23.273333,308.400000
129,309.400000,190.092000,65,23.373333,308.400000
130,309.400000,203.754667,65,23.393333,308.400000
131,309.400000,208.616000,65,23.306667,308.400000
132,309.400000,194.360000,66,23.346667,308.400000
133,309.400000,189.592000,66,23.280000,308.400000
134,309.400000,184.600000,66,23.400000,308.400000
135,309.400000,192.933333,67,23.466667,308.400000
136,309.400000,188.562667,67,23.653333,308.400000
137,309.400000,190.005333,67,23.520000,308.400000
138,309.400000,188.257333,67,23.206667,308.400000
139,309.400000,195.226667,67,23.460000,308.400000
140,309.400000,189.780000,67,23.706667,308.400000
141,309.400000,198.234667,67,23.440000,308.400000
142,309.400000,182.497333,68,23.440000,308.400000
143,309.400000,189.284000,68,23.646667,308.400000
144,309.400000,196.522667,68,23.453333,308.400000
145,309.400000,193.358667,68,23.633333,308.400000
146,309.400000,194.748000,68,23.600000,308.400000
147,309.400000,192.340000,68,23.580000,308.400000
148,309.400000,191.485333,68,23.546667,308.400000
149,309.400000,190.324000,68,23.626667,308.400000
150,309.400000,191.030667,68,23.413333,308.400000
151,309.400000,206.481333,68,23.513333,308.400000
152,309.400000,196.588000,68,23.680000,308.400000
153,309.400000,197.182667,68,23.413333,308.400000
154,309.400000,192.942667,69,23.693333,308.400000
155,309.400000,190.377333,69,23.486667,308.400000
156,309.400000,195.513333,69,23.606667,308.400000
157,309.400000,194.686667,69,23.433333,308.400000
158,309.400000,196.740000,69,23.726667,308.400000
159,309.400000,190.538667,69,23.386667,308.400000
160,309.400000,199.289333,69,23.366667,308.400000
161,309.400000,199.980000,69,23.746667,308.400000
162,309.400000,208.144000,70,23.766667,308.400000
163,309.400000,205.014667,70,23.806667,308.400000
164,309.400000,196.558667,70,23.780000,308.400000
165,309.400000,202.402667,70,23.746667,308.400000
166,309.400000,195.052000,70,23.806667,308.400000
167,309.400000,191.581333,71,23.653333,308.400000
168,309.400000,207.362667,71,23.726667,308.400000
169,309.400000,205.248000,71,23.746667,308.400000
170,309.400000,186.428000,71,23.866667,308.400000
171,309.400000,196.072000,71,23.873333,308.400000
172,309.400000,205.581333,71,23.926667,308.400000
173,309.400000,201.078667,71,23.933333,308.400000
174,309.400000,198.985333,71,23.880000,308.400000
175,309.400000,198.808000,71,24.060000,308.400000
176,309.400000,207.502667,72,23.906667,308.400000
177,309.400000,211.278667,72,24.106667,308.400000
178,309.400000,209.810667,72,24.053333,308.400000
179,309.400000,214.728000,72,24.026667,308.400000
180,309.400000,202.194667,72,23.933333,308.400000
181,309.400000,207.484000,72,23.993333,308.400000
182,309.400000,189.693333,72,24.186667,308.400000
183,309.400000,201.104000,73,23.920000,308.400000
184,309.400000,200.893333,73,24.053333,308.400000
185,309.400000,198.128000,73,23.933333,308.400000
186,309.400000,214.341333,73,24.166667,308.400000
187,309.400000,203.565333,74,24.280000,308.400000
188,309.400000,203.828000,74,24.260000,308.400000
189,309.400000,211.097333,74,24.193333,308.400000
190,309.400000,200.658667,74,24.206667,308.400000
191,309.400000,200.365333,74,24.106667,308.400000
192,309.400000,194.116000,74,24.153333,308.400000
193,309.400000,200.185333,74,24.166667,308.400000
194,309.400000,210.106667,74,24.033333,308.400000
195,309.400000,205.214667,74,24.306667,308.400000
196,309.400000,205.566667,75,24.193333,308.400000
197,309.400000,196.956000,75,24.353333,308.400000
198,309.400000,199.424000,75,24.333333,308.400000
199,309.400000,212.513333,75,24.146667,308.400000
200,309.400000,204.084000,75,24.293333,308.400000
201,309.400000,207.685333,75,24.426667,308.400000
202,309.400000,193.358667,75,24.406667,308.400000
203,309.400000,208.094667,75,24.326667,308.400000
204,309.400000,209.533333,76,24.400000,308.400000
205,309.400000,205.369333,76,24.406667,308.400000
206,309.400000,204.741333,76,24.600000,308.400000
207,309.400000,207.597333,76,24.533333,308.400000
208,309.400000,203.078667,76,24.553333,308.400000
209,309.400000,210.246667,76,24.380000,308.400000
210,309.400000,206.510667,77,24.280000,308.400000
211,309.400000,214.358667,77,24.366667,308.400000
212,309.400000,201.837333,77,24.520000,308.400000
213,309.400000,203.745333,77,24.520000,308.400000
214,309.400000,195.950667,77,24.426667,308.400000
215,309.400000,200.797333,77,24.406667,308.400000
216,309.400000,211.452000,77,24.360000,308.400000
217,309.400000,204.322667,77,24.453333,308.400000
218,309.400000,208.350667,77,24.413333,308.400000
219,309.400000,199.540000,77,24.473333,308.400000
220,309.400000,208.228000,77,24.393333,308.400000
221,309.400000,204.016000,77,24.440000,308.400000
222,309.400000,208.097333,77,24.453333,308.400000
223,309.400000,200.172000,77,24.346667,308.400000
224,309.400000,202.325333,77,24.533333,308.400000
225,309.400000,205.129333,77,24.566667,308.400000
226,309.400000,207.234667,77,24.500000,308.400000
227,309.400000,211.709333,78,24.526667,308.400000
228,309.400000,216.825333,78,24.560000,308.400000
229,309.400000,201.640000,78,24.313333,308.400000
230,309.400000,206.561333,78,24.526667,308.400000
231,309.400000,195.037333,78,24.653333,308.400000
232,309.400000,215.348000,78,24.560000,308.400000
233,309.400000,195.778667,78,24.600000,308.400000
234,309.400000,206.912000,78,24.486667,308.400000
235,309.400000,207.160000,79,24.600000,308.400000
236,309.400000,202.629333,79,24.460000,308.400000
237,309.400000,197.908000,79,24.646667,308.400000
238,309.400000,207.750667,79,24.580000,308.400000
239,309.400000,207.964000,80,24.500000,308.400000
240,309.400000,212.074667,80,24.473333,308.400000
241,309.400000,217.537333,80,24.593333,308.400000
242,309.400000,206.364000,80,24.660000,308.400000
243,309.400000,211.673333,80,24.566667,308.400000
244,309.400000,205.716000,80,24.460000,308.400000
245,309.400000,202.622667,80,24.573333,308.400000
246,309.400000,206.278667,80,24.586667,308.400000
247,309.400000,203.472000,80,24.453333,308.400000
248,309.400000,205.174667,80,24.553333,308.400000
249,309.400000,200.270667,80,24.680000,308.400000
250,309.400000,205.678667,81,24.606667,308.400000
251,309.400000,203.113333,81,24.573333,308.400000
252,309.400000,217.416000,82,24.680000,308.400000
253,309.400000,206.961333,82,24.460000,308.400000
254,309.400000,213.321333,82,24.620000,308.400000
255,309.400000,196.846667,82,24.513333,308.400000
256,309.400000,198.072000,82,24.440000,308.400000
257,309.400000,205.992000,82,24.593333,308.400000
258,309.400000,218.800000,82,24.620000,308.400000
259,309.400000,199.293333,82,24.513333,308.400000
260,309.400000,208.016000,82,24.393333,308.400000
261,309.400000,202.870667,83,24.573333,308.400000
262,309.400000,209.106667,83,24.266667,308.400000
263,309.400000,194.100000,83,24.560000,308.400000
264,309.400000,210.354667,84,24.666667,308.400000
265,309.400000,210.296000,84,24.700000,308.400000
266,309.400000,207.817333,84,24.480000,308.400000
267,309.400000,208.222667,84,24.473333,308.400000
268,309.400000,198.268000,84,24.753333,308.400000
269,309.400000,202.333333,85,24.506667,308.400000
270,309.400000,205.969333,85,24.686667,308.400000
271,309.400000,205.030667,85,24.573333,308.400000
272,309.400000,210.022667,85,24.606667,308.400000
273,309.400000,202.557333,85,24.533333,308.400000
274,309.400000,208.848000,85,24.513333,308.400000
275,309.400000,215.434667,85,24.646667,308.400000
276,309.400000,219.397333,85,24.646667,308.400000
277,309.400000,211.174667,85,24.793333,308.400000
278,309.400000,217.762667,85,24.613333,308.400000
279,309.400000,211.060000,85,24.540000,308.400000
280,309.400000,205.442667,85,24.680000,308.400000
281,309.400000,205.225333,85,24.746667,308.400000
282,309.400000,208.620000,85,24.593333,308.400000
283,309.400000,208.637333,85,24.533333,308.400000
284,309.400000,216.541333,85,24.433333,308.400000
285,309.400000,205.376000,85,24.620000,308.400000
286,309.400000,209.186667,85,24.553333,308.400000
287,309.400000,204.762667,85,24.786667,308.400000
288,309.400000,214.990667,85,24.606667,308.400000
289,309.400000,205.914667,85,24.366667,308.400000
290,309.400000,208.394667,85,24.633333,308.400000
291,309.400000,198.152000,85,24.773333,308.400000
292,309.400000,205.349333,85,24.506667,308.400000
293,309.400000,198.478667,85,24.740000,308.400000
294,309.400000,202.194667,85,24.613333,308.400000
295,309.400000,211.637333,85,24.546667,308.400000
296,309.400000,214.640000,85,24.926667,308.400000
297,309.400000,210.012000,85,24.593333,308.400000
298,309.400000,203.713333,85,24.626667,308.400000
299,309.400000,205.593333,85,24.706667,308.400000
